stabbr,change,median
AK,0.013542804688684941,0.5474533008163156
AL,0.3095583236443367,0.5474533008163156
AR,0.32419387737970545,0.5474533008163156
AZ,0.8290181806038495,0.5474533008163156
CA,22.949439343165345,0.5474533008163156
CO,1.1930314676910934,0.5474533008163156
CT,2.8403615665112074,0.5474533008163156
DE,0.17223290841023875,0.5474533008163156
FL,2.7150059923921965,0.5474533008163156
GA,1.9985871571964837,0.5474533008163156
HI,0.24681875795181035,0.5474533008163156
IA,0.5180100114022255,0.5474533008163156
ID,0.25649850683160924,0.5474533008163156
IL,3.836195496072647,0.5474533008163156
IN,0.7598156767274818,0.5474533008163156
KS,0.4277100699404106,0.5474533008163156
KY,0.5768965902304058,0.5474533008163156
LA,0.3821901704309616,0.5474533008163156
MA,3.7652997290348664,0.5474533008163156
MD,2.4715734085633048,0.5474533008163156
ME,0.23644937429237367,0.5474533008163156
MI,1.5670720557659759,0.5474533008163156
MN,1.9137776025141295,0.5474533008163156
MO,0.9893774227639961,0.5474533008163156
MS,0.16771465195147228,0.5474533008163156
MT,0.1600196939484372,0.5474533008163156
NC,1.6282841672003936,0.5474533008163156
ND,0.04702436405721903,0.5474533008163156
NE,0.35591776095721817,0.5474533008163156
NH,0.22119394164004802,0.5474533008163156
NJ,5.78138636209005,0.5474533008163156
NM,0.14030174016457891,0.5474533008163156
NV,0.29908386488448335,0.5474533008163156
NY,15.293667720558869,0.5474533008163156
OH,1.8416875882334671,0.5474533008163156
OK,0.3471117526437836,0.5474533008163156
OR,1.1491223281959133,0.5474533008163156
PA,2.6388390861325455,0.5474533008163156
RI,0.2872317923227267,0.5474533008163156
SC,0.6443174237278881,0.5474533008163156
SD,0.042111680378998755,0.5474533008163156
TN,0.28862550571794127,0.5474533008163156
TX,2.5773023041882936,0.5474533008163156
UT,0.48956069904049015,0.5474533008163156
VA,2.398849317550884,0.5474533008163156
VT,0.13173541056239843,0.5474533008163156
WA,0.7147565749453354,0.5474533008163156
WI,1.275686101867792,0.5474533008163156
WV,0.13303936173612785,0.5474533008163156
WY,0.060960819360838414,0.5474533008163156
