stabbr,change,median
AK,0.01279244207498026,0.4089538188360491
AL,0.21736960546429349,0.4089538188360491
AR,0.20967920714125632,0.4089538188360491
AZ,0.5198977552108631,0.4089538188360491
CA,12.14371268411438,0.4089538188360491
CO,0.7688742534207039,0.4089538188360491
CT,1.458998114395809,0.4089538188360491
DE,0.12105239893093014,0.4089538188360491
FL,1.4795085217392732,0.4089538188360491
GA,1.3265555571443024,0.4089538188360491
HI,0.168440765188499,0.4089538188360491
IA,0.3911542287363148,0.4089538188360491
ID,0.16405951589659215,0.4089538188360491
IL,2.6471813977692262,0.4089538188360491
IN,0.5148698968425827,0.4089538188360491
KS,0.30054307985832884,0.4089538188360491
KY,0.4267534089357834,0.4089538188360491
LA,0.265837972668931,0.4089538188360491
MA,2.269053333713829,0.4089538188360491
MD,1.7838547097770348,0.4089538188360491
ME,0.1816163393302808,0.4089538188360491
MI,1.1002601351284218,0.4089538188360491
MN,1.2189384654062423,0.4089538188360491
MO,0.6398675760988731,0.4089538188360491
MS,0.1262834587160883,0.4089538188360491
MT,0.10783549053320456,0.4089538188360491
NC,1.1514685541650773,0.4089538188360491
ND,0.03228097718738938,0.4089538188360491
NE,0.26273636495139596,0.4089538188360491
NH,0.17015054530438328,0.4089538188360491
NJ,3.621923063782356,0.4089538188360491
NM,0.10160405315411807,0.4089538188360491
NV,0.14162883389092637,0.4089538188360491
NY,6.684030855075149,0.4089538188360491
OH,1.385470263601307,0.4089538188360491
OK,0.24524127732386874,0.4089538188360491
OR,0.8263785059596863,0.4089538188360491
PA,1.933679688022049,0.4089538188360491
RI,0.20352236409167482,0.4089538188360491
SC,0.4760946804128466,0.4089538188360491
SD,0.029064650705707788,0.4089538188360491
TN,0.19342419479980277,0.4089538188360491
TX,2.105430521902435,0.4089538188360491
UT,0.3031110044882231,0.4089538188360491
VA,1.7262682819943467,0.4089538188360491
VT,0.10120416258129644,0.4089538188360491
WA,0.5808192816989441,0.4089538188360491
WI,0.8987113215722313,0.4089538188360491
WV,0.10189350615249347,0.4089538188360491
WY,0.02219803179470682,0.4089538188360491
